Texto;Etiquetado
Si esa sede tuviera igual de espacio que la de villa sobrado entran pero no ps, esta sede ya esta llena , deberian ampliarla 😂😂😂😂;Negativo
¿Para cuando Artes Escenicas en Monterrico?, :(;Positivo
@nickipalacios_p;Neutro
Felicidades;Positivo
Me gustaria que la UPC tenga una sede en Los Olivos 😌😌😌;Positivo
Por que no Medicina en algunas de los otros campus?:(;Negativo
Para cuando ponen economia en San Miguel?;Positivo
Deberian reducir la cantidad de alumnos por carrera.. Demasiado, aunque estan construyendo el 8vo piso seguira saturado.;Negativo
Agreguen la carrera Ing de Redes para modalidad pregrado regular, no solo en EPE;Negativo
@upcedu  @generacion_upc  @internationalupc estimados me vienen reventando el celular ( 35 llamadas) desde hace 2 dias con llamadas para vender sus servicios. Que les pasa??! Esa es forma de vender o hacer marketing????;Negativo
Deberian apertura la carrera Administracion y Finanzas en campus Villa 😭 @generacion_upc @upcedu @upc;Neutro
@itsnotemily.22;Neutro
��🏼👏🏼👏🏼👏🏼👏🏼;Positivo
Mama me cambio de carrera bais;Neutro
@ana.aguilarc la putamadre;Negativo
@marcelaapar 😑;Negativo
@lizbethmezahervias. Te lo dije!! Pero atenta 🔥;Positivo
@gaby_paola13 estas segura que solo es para los nuevos ingresantes? O sea solo el primer ciclo? 😢😢;Positivo
@patsycabero16  @msclauuh @gaby_paola13 @ann_722410 ?????;Negativo
@naty_tarazona 😱😱😱;Neutro
��😍;Positivo
@kparedes0403  por si acaso 😂😂😂;Positivo
Y que paso con la carrera de Traduccion e Interpretacion??;Positivo
@deis.acosta;Neutro
Eso explica la construccion del 8vo piso :v;Neutro
��😍;Positivo
Para cuando  la de gastronomia  xfavor😢;Positivo
@josebarba1214 klk?🤣;Neutro
@fitsumac que gente, si no hay nadie alla;Negativo
No!!!!!! YA NO MaS GENTEEEE!!!!! 🤬🤬🤬🤬🤬;Negativo
@beardless.95 ES EN SERIO? 😭 Pero facil para los nuevos ingresantes :(;Neutro
@cynthiamdh no creo ah, para todos. Igual se abriran cursos. Averigua!!!;Neutro
@cynthiamdh mira xd;Neutro
Como hago para cambiarme de sede?;Positivo
@sofia.arah :0000;Neutro
@fiorella_milla ah caray;Neutro
@denisselunaa ayyyy diosss me muero Crj lloro 😭😭🥺🥺;Neutro
@denisselunaa en serio?!??;Positivo
@militza_1301 con esa boca besas a tu madre?!;Neutro
@militza_1301 @caroart22 @laksmigutierrez 😱😱😱;Neutro
@fioavila_ sameee! 😱;Neutro
@fioavila_ Jajajajaja mas piña la tefa;Neutro
@lucc.20 @effie.cordova @edshnu KHAAAAAA;Neutro
Mucha gente ptmr;Negativo
Van a meter mas gente en san Miguel donde ya no entra ni un alfiler 🙄;Negativo
@gia_marciani no son 3?;Positivo
@omarpca1 con este 4 porque ya estoy a una semana de pagar matricula xd;Neutro
Aunque igual serian 3 pensandolo bien xdd... Bueno 3 años tarde :'v;Neutro
@omarpca1 4 años tarde chesuu :'(;Neutro
@gia_marciani traspaso dices;Neutro
Como puedo cambiarme de sede?;Positivo
No;Negativo
��👎👎;Negativo
@claudiolahura99 nopi tambn hay muchachos 😳😳😳;Negativo
Uy mas cachimbas;Positivo
@val.sp.18 por eso estan q ponen 2 pisos mas en el C y el D :v;Neutro
��😂😂😂 Y DONDE PIENSAN METER A ESOS NUEVOS ALUMNOS? EN EL TECHO?? SI ES AHI GENIAL AH!!;Negativo
@heidybarzola_11 mi momento a llegado;Neutro
@_ximest_;Neutro
Mas gente ? 😨😨☹️;Negativo
@dyannamf me cambio de carrera 🤗;Positivo
@francheees.04 YO TMB QUIERO MONTEEE;Positivo
@diana_acume Y EN MONTERRICO AuN NO💔💔💔;Negativo
@saintsarely me mudo;Neutro
@vallmr2 Valeria trasladateeee😭😭😭;Neutro
@vallmr2 lloro:(((;Neutro
@saintsarely es enserio??????pq ahoooooraaa;Negativo
@vallmr2 😭😭😭😭😭;Neutro
@anelpgc los odio;Negativo
Rip @renataluna44;Neutro
@her.vc sabias?;Positivo
@mianiescobar no soy Villa corazon ❤️;Positivo
@luciacabrerav;Neutro
¿Como me puedo cambiar de sede ?;Positivo
@marcooelcrack te amo huevon ❤️;Positivo
@contrerasadrian06;Neutro
@marcooelcrack 😱😱;Neutro
@angiechavez2121 que suerte ptmre;Positivo
@pieri_g_o;Neutro
@angiechavez2121 😬😬;Neutro
@pilar_moreano;Neutro
Ingenieria ambientallllllllll;Negativo
@luis_tatash  adios chefsito;Neutro
@andrrea_natalia  veeeeen!!!!;Neutro
@mariaclaudiadesme go?;Positivo
@sssebsss alalalala, bai microlife;Neutro
@luisrodrich123;Neutro
@itsvale5;Neutro
@analurodl JAJAJAA;Positivo
@aanafabiolaa mama, creo que me cambiare de carrera;Neutro
@analurodl por la huevas no hay espacio para laboratorio , ni simulaciones ni nada de eso , al final los mandaran a VILLA JAJAJA;Negativo
@aarongurbillon a lo mucho Generales y eso que tambien hay lab en general asi que ni idea 😂;Neutro
@aarongurbillon 👀👀👀;Neutro
@mejiablack._ ayyy😒, a la hora en la que lo hacen😭😭😭, no puedo cambiar. Acabare en Villa 😭.;Negativo
@meystyle si puedes haksha, solo debes solicitar traslado;Neutro
@meystyle;Neutro
Y para cuando ciencias? 🥺;Positivo
@reimi_jha LA PUTAMADREEEEEEEEEE;Negativo
@jennifer_escurra no me lo puedo creer jaja;Neutro
@ale.floresf 💓;Positivo
@kiara.zumaeta si sabia pero es porlas;Negativo
@aarongurbillon;Neutro
@natysantiagorivera mas cerca a tu casa 😮;Neutro
@brunogonzalesg adivina a quien veras todos los dias;Neutro
@milagros.alva99;Neutro
Comunicaciones en villa:);Positivo
@mayra.ale20 jajaja me quedo en villa amix;Positivo
@_xqc_25 agg tu viaje xd😂;Neutro
@_xqc_25 cambiate de sede !!;Negativo
@danieladdelgado omg;Neutro
@joshelynriveraa 😮;Neutro
Orgullo UPC ❤️;Positivo
��🔝👏🏻;Positivo
��;Positivo
Quisiera informacion de la universidad;Positivo
@ariana_gomero_  somos el exito xD;Positivo
Mi UPC ❤️❤️❤️;Positivo
@kevin.ataurima;Neutro
❤️👏🏻👏🏻;Positivo
@alexandra.ics hermana somos upc ❤️🔥;Positivo
I ❤️ it!!! 😊👍🇵🇪;Positivo
��❤🔝;Positivo
��🏻👏🏻;Positivo
Como le digo a mi mama? Exigete, Innova xDD;Positivo
@edwardespitia.ad298 que esperas xdd;Neutro
Y en el ranking internacional todavia falta mucho.;Negativo
��🏼;Positivo
��🏻;Positivo
❤️❤️❤️❤️ Orgullosamente upcina;Positivo
Y a nivel mundial en que puesto estan?;Positivo
@karintm_20;Neutro
��👏;Positivo
#orgulloupc 🙌🙌;Positivo
Woow me gusta 💗 i lobr ups xd;Positivo
#OrgulloUPC ❤️🔥;Positivo
No lo se Rick;Neutro
Me siento orgulloso de pertenecer a la familia UPC😍;Positivo
no era la upch o la pucp?;Positivo
@diegopranks solo cachan en el baño 🤭;Negativo
@lucaszevallos;Neutro
@fiomartinez22 😍;Positivo
@dianatalaverano28 ❤;Positivo
Simplemente  UPC;Positivo
Orgullosamente UPC,;Positivo
La mejor unisersitu ya i speak english;Positivo
The best unisersity;Positivo
��UPC🔥;Positivo
��ABIGAIL🔥;Positivo
��👏👏;Positivo
@fergrillo28, mira ya;Neutro
❤️❤️❤️❤️;Positivo
@magui_gomezc ufff;Positivo
@leticiamariaramirez 🔥;Positivo
Yo tengo dos, uno de mi pregrado y otro del posgrado :);Positivo
Yooo. Mi San Fernando querido ❤️ UNMSM;Positivo
��😍😍😍 aquiiii yooo 🙌🏼🙌🏼🇵🇪🇵🇪😁😁;Positivo
Yo!🔥;Positivo
Yoooo;Positivo
Obviamente yo 😅😅😅;Positivo
YOOOOOO❤️❤️;Positivo
en mi graduacion ❤️🙌;Positivo
El mio no es asi como ese es diferente y nos lo dieron en la graduacion. Ese esta mas bonito.;Positivo
Yooooo❤️😍;Positivo
Yoo 🙋🏻‍♀️;Positivo
Yop;Positivo
Yoooo❤️;Positivo
Yo 🙋🏼‍♀️;Positivo
Yo;Positivo
Yo;Positivo
Yop🙌;Positivo
Yo, pero todo dorado 😮;Positivo
��🏼yo!😍;Positivo
Yo no :(;Positivo
❤️👏;Positivo
��;Positivo
��;Positivo
Confirmo🙋‍♂️;Positivo
yoooo ❤️❤️❤️❤️;Positivo
❤️;Positivo
@jesus_solher cuando te graduas en San Marcos te dan uno🙌🙌🙌;Positivo
@jesus_solher tambien cuando sales a representar a san marcos deportivamente 🔥🙌;Positivo
Donde se consigue?:(;Positivo
❤️;Positivo
@marioaponteg 🥚🥚💇‍♂️💇‍♂️💇‍♂️💇‍♂️ bienvenido cachimbo👏;Positivo
@marioaponteg JAJAJAJAJA con fe te dan el 2022😂😂;Positivo
Yo no mi mochila de cachimbo tengo csmre :) soy cachimbo virtual;Positivo
@ls.ventura Tomodachi si tengo una a color.;Neutro
��Yo quiero,  @sparkiest_melody tu tienes ?;Positivo
@felixyaile todo esfuerzo tiene su recompensa, cuando te graduas te dan uno🙌🙌🙌;Positivo
Yo no uu pero quisiera tenerlo:') , cuando ingrese 😍😢;Positivo
Yo no, hagan un sorteo 😢;Positivo
@stefany.pompilla yo lo tengo mas grandecito y en doradito ♥️ habra graduacion?;Positivo
@mirta_esquivelg yo tengo el de mi hermana 😂😂😂😂😂;Neutro
@mirta_esquivelg las sin graduacion 😢;Neutro
@renato_garibay quisiera :c;Positivo
@leidy_mosqueira tu tienes? 😢;Positivo
@nilton.zevallosc 😢;Neutro
@kamilaa_ic A ver pues xd;Positivo
@cenizadescorpio hermoso 😍;Positivo
@andxacosta;Neutro
¿CUaNDO SALE CACHAY Y HOWARD? ¿Hasta cuando seguiremos pasando esta vergüenza?;Negativo
@lizbeth.evelinh gracias mi amor❤️;Positivo
@alonso.s12 👀;Neutro
Yo. #FueraCachay;Negativo
@ale_mf20 guardadito, recuerdo de mi graduacion😍;Positivo
@ivanastephany  y tu pin?;Positivo
@pamela.o23 oww q tiempos mi Pame 😍;Positivo
Nuestra graduacion en el 2018 @luzbirreo ❤️;Positivo
@cchrisdiaz que bonito;Positivo
@migueldiaztejeda;Neutro
@deyvioscar jajaja casi 10 años en la facu y ni eso 🤭🤭🤭;Positivo
@chrysalis_ray  jajajajajaja tampoco 10 años wey;Neutro
Yo no 😢;Positivo
@josearroyosanchez;Neutro
Yo quiero donde lo consigo 😢😢;Positivo
@noass.69 🔥;Positivo
@sepronunciadeif te amo ❤️;Positivo
#RenunciaCachay;Neutro
Yo quiero uno❤️;Positivo
Como lo obtienes ?;Positivo
Yo❤️🙌👏👏;Positivo
Eu;Neutro
��🏻‍♀️;Positivo
Lo quiero . Donde lo consigo ?;Positivo
Me ❤️;Positivo
lo de base 20;Neutro
Yo;Positivo
Yooo 🔥🔥;Positivo
❤️Amo!!;Positivo
No me dieron 😢;Negativo
Yooo 😁;Positivo
Donde se consigue?;Positivo
Goals 👏😢;Positivo
Yo❤️;Positivo
��🏻‍♀️❤️;Positivo
Yo no, me lo regalas?🙃;Positivo
Yo 🙌;Positivo
Yo.;Positivo
�� Solo los graduados 💪🏼;Positivo
Yo tengo mi polera;Neutro
��‍♂️;Positivo
Alguien que lo venda👀;Positivo
☝️;Positivo
Yoooo ❤️;Positivo
¿Donde venden?;Positivo
Yoooo 😍;Positivo
@veronicazevallos29gmail.com_ ❤️;Positivo
Yo;Positivo
Algun dia, algun dia:(;Positivo
Yo ❤️;Positivo
Infaltable ❤️;Positivo
��‍♀️;Positivo
❤️;Positivo
Yo ❤️;Positivo
Lo regalaran (o cobrado en el tramite documentario) al egresar o titularse al menos :'v;Neutro
Siempre lo quise pero no he sabido donde conseguirlo 😢;Positivo
Yo no :,V;Neutro
De mi graduacion pero no de ese color;Neutro
Yooooooooooo;Positivo
❤️;Positivo
Necesito. 😢;Positivo
��🏻‍♀️;Positivo
Yop🙌;Positivo
...🙋🏻‍♀️UNMSM❤️✨;Positivo
:'v base covid😷;Neutro
Yo! ❤️;Positivo
Yo ❤️;Positivo
Yo :3;Positivo
San Marcos ahi voy:(;Positivo
Yoo😍;Positivo
Ñoqa;Neutro
Yo! 🔥;Positivo
Lo tienes @huallpartupagallegos ..??? 🙊🙊🤔🤔🤔🤔;Positivo
��🏻‍♂️;Positivo
Yo;Positivo
Yooo;Positivo
Yo 😍;Positivo
Que meritos se requiere para conseguirlo?, quiero uno de esos ☺️;Positivo
Yo 😎;Positivo
Yo❤️🙌 #FueraCachay;Positivo
Yoo;Positivo
yo!!!;Positivo
Yopiiiii;Positivo
Yo.. Pero no lo encuentro :'c;Positivo
��;Positivo
Yo quiero un, perdi el que tenia, donde lo consigo?;Positivo
La tengo en un solo color, dorado.;Neutro
Lo perdi 😢;Positivo
Yo 🙋🏻‍♀️;Positivo
Y muchas de las mujeres de @amecomexperu 💪🏽❤️;Positivo
Donde los venden? O los dan cuando al finalizar la carrera 🤔;Positivo
Como se pueden conseguir? , Aunque tambien se puede mandar hacer no?.;Positivo
Yo quiero!!;Positivo
Necesito uno de esos ....😳😳;Positivo
Yo 😍😍😍;Positivo
�� @unmsm_ yo 💎 #SanMarquina presente 🥰;Positivo
��;Positivo
❤️;Positivo
Vendoo.... lleve lleve casero!! ... Xddd.;Neutro
Como se consigue😢;Positivo
��;Positivo
Cuando renuncia el rector?;Negativo
San Marcos es hermosa pero los innombrables que la manejan un desastre...;Negativo
�� Yo ❤️;Positivo
Siii. Lo guardo con todo orgullo! 🙌;Positivo
Tengo un pin de la UNMSM pero no ese;Positivo
Yo 😍;Positivo
Yo ❤️;Positivo
Quiero unooooo❤️;Positivo
��🏻‍♀️❤️;Positivo
��Yo🔥;Positivo
��😭😭😭😭;Neutro
Yooooo 🙌;Positivo
Yo tengo de oro y no digo nada;Negativo
Yo;Positivo
!Hermoso Pin! de mi Alma Mater.;Positivo
��🙌🙌🙌;Positivo
❤️ 💚 UNMSM;Positivo
Obveo que yop uwu;Positivo
Yooooo 😍;Positivo
❤️;Positivo
��;Positivo
Yo quiero, donde lo consigo?;Positivo
��‍♂️;Positivo
Yoooo ❤️;Positivo
@ruben_evn 😂😂 tengo el mio del colegio de psicologos, pero yo no participe de la ceremonia de graduacion, que es electiva... Donde parte del paquete incluye el pin... Pero seria lindo tener uno asi los 3 al terminar tu la carrera❤️ o no? @samanthacayor;Positivo
"""... Que es electiva y por eso no tengo ese pin...""";Neutro
@yosoy_gigi siii;Positivo
@yosoy_gigi tu 👏;Positivo
Yo lo tengo y muy bien guardado;Positivo
Yo 🥰;Positivo
¿Cuantas vacunas a cambio? #FueraCachay btw, esta bonito el pin;Positivo
��💪;Positivo
Yoooo 🙌;Positivo
��;Positivo
Ya pero Cachay debe renunciar;Negativo
PIN O SORTIJA, donde puedo contactar;Positivo
Guardado en el baul 😍🔥;Positivo
@lewes_isabel cuando egresemos uwu;Neutro
Yooo;Positivo
Yoooooo;Positivo
��🙌🙌;Positivo
Yo! 😍😍😍;Positivo
@jose.px.35 asi quiero 😢;Positivo
Me gustaria tener ese pin ,como lo puedo obtener????;Positivo
Yo❤️❤️❤️❤️;Positivo
Uno de SM, de la graduacion y otro pin de la facultad.;Neutro
��🙌 YOOO OBVIO¡¡¡ EL MiO ES TODO DORADO¡¡¡😍;Positivo
Yo tengo 2 😍;Positivo
No tengo;Neutro
Yo todavia no tengo...😓;Positivo
Yalaa :);Positivo
Yo❤️;Positivo
¿Como lo consigo?;Positivo
Wow;Positivo
Yoooo;Positivo
La tendre cuando ingrese :v;Positivo
❤️;Positivo
Donde lo venden ?;Positivo
Yo;Positivo
Yooooooo;Positivo
@hugobuee pronto;Neutro
Nunca los merecimos. Gracias por tanto;Positivo
Jaja 20 so el pack, delivery a SMP esta 12 so pero si somos varios se reparte este precio :v;Neutro
@kendallavi hola, yo soy smp;Neutro
@another_heart_broken escribeme al DM;Neutro
@kendallavi cuanto estan? jaja;Positivo
Si alguien vive por Smp, escribanme al DM para juntarnos para el delivery. No es broma :v;Neutro
��;Positivo
Que hermosa iniciativa!!;Positivo
AMOOOOOOOOO 😍😍 🙌🔥;Positivo
❤️❤️❤️hermosos, buena mi sanmarcos;Positivo
❤️;Positivo
Que buena iniciativa 👏👏👏;Positivo
❤️❤️❤️;Positivo
Quierooo;Positivo
��😢😍😍;Positivo
HERMOSO! ❤️;Positivo
Me encanta, los.quiero todos y si es para ayudar a mas perritos con mucha mayor razon, ellos nos necesitan ❤️;Positivo
Imagina tener toda una universidad y ni un solo estudiante tomar responsabilidad por ti.;Negativo
@rocioayt si hay numero de yape y cuenta de bcp en las publicaciones de @refugiosanmarquino;Positivo
Deben poner numero yape o cuenta bcp para donar algo.;Negativo
Lobita 😢;Positivo
@dayanexer x2 😢😢?;Positivo
Lobita fallecio? 🥲;Positivo
@mary_dp26  para las dos uwu;Neutro
@angieae24 me compras uno? 👉👈;Positivo
@ivonnerimachi27 yo tambien quiero:((((;Positivo
@danielamald30 weeeeeee quiero;Positivo
@joaquinfaridalvarezluna compremos los pines, amor uwu;Neutro
@unicornqlia llego, luego elegimos cuales :';Neutro
@joaquinfaridalvarezluna amor, esta bien uwu;Positivo
@unicornqlia amor, creo que seria una buena idea apoyar, ademas un par de los pines se ven piola :';Positivo
@joaquinfaridalvarezluna :');Positivo
@luisjisus1311 😢 nos compraras ?;Positivo
